Maciej Bukowski 350762 28.12.2017 20:22:20


                    STATE OF GAS IN TECHNOLOGICAL PROCESS

DATE        |  TIME      |  TEMPERATURE [°C]  |  MASS [kg]  |  PRESSURE [hPa]
17.12.2017  |  17:24:00  |  17.400            |  27.7       |  4.776361      
17.12.2017  |  17:24:30  |  25.400            |  28.2       |  4.996464      
17.12.2017  |  17:25:00  |  20.200            |  28.9       |  5.031303      
17.12.2017  |  17:25:30  |  25.200            |  25.3       |  4.479640      
17.12.2017  |  17:26:00  |  15.400            |  27.2       |  4.657861      
17.12.2017  |  17:26:30  |  28.600            |  29.8       |  5.336544      
17.12.2017  |  17:27:00  |  18.600            |  27.6       |  4.778774      
17.12.2017  |  17:27:30  |  21.600            |  26.1       |  4.565526      
17.12.2017  |  17:28:00  |  18.100            |  29.2       |  5.047140      
17.12.2017  |  17:28:30  |  27.800            |  27.7       |  4.947327      
17.12.2017  |  17:29:00  |  22.700            |  28.2       |  4.951277      
17.12.2017  |  17:29:30  |  17.100            |  27.5       |  4.736979      
17.12.2017  |  17:30:00  |  29.400            |  25.1       |  4.506791      
17.12.2017  |  17:30:30  |  25.300            |  29.8       |  5.278182      
17.12.2017  |  17:31:00  |  20.700            |  29.1       |  5.074757      
17.12.2017  |  17:31:30  |  26.500            |  28.7       |  5.103789      
17.12.2017  |  17:32:00  |  17.400            |  29.9       |  5.155712      
17.12.2017  |  17:32:30  |  22.800            |  27.9       |  4.900260      
17.12.2017  |  17:33:00  |  26.600            |  25.9       |  4.607396      
17.12.2017  |  17:33:30  |  16.800            |  25.0       |  4.301894      
17.12.2017  |  17:34:00  |  17.200            |  29.4       |  5.066006      
17.12.2017  |  17:34:30  |  15.100            |  28.3       |  4.841192      
17.12.2017  |  17:35:00  |  15.400            |  26.6       |  4.555114      
17.12.2017  |  17:35:30  |  26.300            |  29.0       |  5.153697      
17.12.2017  |  17:36:00  |  18.700            |  28.6       |  4.953615      
17.12.2017  |  17:36:30  |  24.900            |  28.2       |  4.988096      
17.12.2017  |  17:37:00  |  17.000            |  27.1       |  4.666469      
17.12.2017  |  17:37:30  |  22.800            |  26.2       |  4.601677      
17.12.2017  |  17:38:00  |  27.100            |  29.6       |  5.274378      
17.12.2017  |  17:38:30  |  25.000            |  27.3       |  4.830521      
17.12.2017  |  17:39:00  |  25.200            |  27.8       |  4.922292      
17.12.2017  |  17:39:30  |  26.500            |  28.2       |  5.014873      
17.12.2017  |  17:40:00  |  29.400            |  25.9       |  4.650434      
17.12.2017  |  17:40:30  |  21.500            |  25.1       |  4.389112      
17.12.2017  |  17:41:00  |  20.600            |  25.2       |  4.393139      
17.12.2017  |  17:41:30  |  17.700            |  29.6       |  5.109252      
17.12.2017  |  17:42:00  |  29.400            |  27.7       |  4.973630      
17.12.2017  |  17:42:30  |  25.700            |  29.6       |  5.249785      
17.12.2017  |  17:43:00  |  17.800            |  25.1       |  4.333997      
17.12.2017  |  17:43:30  |  17.800            |  26.9       |  4.644802      
17.12.2017  |  17:44:00  |  17.200            |  26.6       |  4.583529      
17.12.2017  |  17:44:30  |  20.000            |  25.2       |  4.384166      
17.12.2017  |  17:45:00  |  17.600            |  25.2       |  4.348273      
17.12.2017  |  17:45:30  |  16.000            |  27.1       |  4.650386      
17.12.2017  |  17:46:00  |  23.500            |  27.1       |  4.771008      
17.12.2017  |  17:46:30  |  24.000            |  27.6       |  4.867224      
17.12.2017  |  17:47:00  |  27.700            |  29.3       |  5.231355      
17.12.2017  |  17:47:30  |  23.800            |  27.9       |  4.916817      
17.12.2017  |  17:48:00  |  17.400            |  28.2       |  4.862577      
17.12.2017  |  17:48:30  |  19.300            |  28.4       |  4.929087      
17.12.2017  |  17:49:00  |  18.700            |  26.6       |  4.607209      
17.12.2017  |  17:49:30  |  20.500            |  27.4       |  4.775041      
17.12.2017  |  17:50:00  |  24.700            |  25.3       |  4.472133      
17.12.2017  |  17:50:30  |  19.200            |  25.9       |  4.493652      
17.12.2017  |  17:51:00  |  23.400            |  26.9       |  4.734202      
17.12.2017  |  17:51:30  |  27.100            |  25.1       |  4.472530      
17.12.2017  |  17:52:00  |  29.500            |  28.8       |  5.172848      
17.12.2017  |  17:52:30  |  27.000            |  26.1       |  4.649170      
17.12.2017  |  17:53:00  |  21.700            |  26.5       |  4.637069      
17.12.2017  |  17:53:30  |  24.400            |  28.7       |  5.068021      
17.12.2017  |  17:54:00  |  21.000            |  26.9       |  4.695887      
17.12.2017  |  17:54:30  |  20.000            |  29.6       |  5.149655      
17.12.2017  |  17:55:00  |  28.900            |  29.2       |  5.234295      
17.12.2017  |  17:55:30  |  16.700            |  25.8       |  4.438023      
17.12.2017  |  17:56:00  |  19.100            |  25.4       |  4.405394      
17.12.2017  |  17:56:30  |  16.200            |  29.0       |  4.979870      
17.12.2017  |  17:57:00  |  28.800            |  28.3       |  5.071285      
17.12.2017  |  17:57:30  |  28.100            |  27.0       |  4.827112      
17.12.2017  |  17:58:00  |  19.800            |  27.0       |  4.694116      
17.12.2017  |  17:58:30  |  16.800            |  27.3       |  4.697668      
17.12.2017  |  17:59:00  |  20.900            |  29.5       |  5.148014      
17.12.2017  |  17:59:30  |  19.800            |  29.3       |  5.093985      
17.12.2017  |  18:00:00  |  24.800            |  27.0       |  4.774234      
17.12.2017  |  18:00:30  |  17.200            |  25.8       |  4.445679      
17.12.2017  |  18:01:00  |  17.800            |  29.0       |  5.007407      
17.12.2017  |  18:01:30  |  25.800            |  29.5       |  5.233800      
17.12.2017  |  18:02:00  |  20.200            |  29.2       |  5.083531      
17.12.2017  |  18:02:30  |  27.900            |  29.4       |  5.252699      
17.12.2017  |  18:03:00  |  20.500            |  27.0       |  4.705332      
17.12.2017  |  18:03:30  |  28.400            |  29.8       |  5.333007      
17.12.2017  |  18:04:00  |  25.300            |  27.7       |  4.906230      
17.12.2017  |  18:04:30  |  29.500            |  25.8       |  4.634010      
17.12.2017  |  18:05:00  |  19.700            |  27.8       |  4.831551      
17.12.2017  |  18:05:30  |  22.800            |  27.2       |  4.777314      
17.12.2017  |  18:06:00  |  29.700            |  28.9       |  5.194239      
17.12.2017  |  18:06:30  |  27.100            |  26.3       |  4.686356      
17.12.2017  |  18:07:00  |  20.100            |  29.4       |  5.116605      
17.12.2017  |  18:07:30  |  16.500            |  29.9       |  5.139741      
17.12.2017  |  18:08:00  |  16.000            |  29.7       |  5.096549      
17.12.2017  |  18:08:30  |  24.000            |  27.2       |  4.796685      
17.12.2017  |  18:09:00  |  15.200            |  29.3       |  5.013998      
17.12.2017  |  18:09:30  |  22.400            |  28.5       |  4.998876      
17.12.2017  |  18:10:00  |  20.800            |  26.0       |  4.535690      
17.12.2017  |  18:10:30  |  20.000            |  26.2       |  4.558141      
17.12.2017  |  18:11:00  |  15.400            |  26.2       |  4.486616      
17.12.2017  |  18:11:30  |  16.900            |  28.3       |  4.871423      
17.12.2017  |  18:12:00  |  25.800            |  26.6       |  4.719291      
17.12.2017  |  18:12:30  |  19.100            |  25.2       |  4.370706      
17.12.2017  |  18:13:00  |  26.500            |  26.4       |  4.694775      
17.12.2017  |  18:13:30  |  27.200            |  26.9       |  4.794866      
17.12.2017  |  18:14:00  |  23.200            |  28.5       |  5.012407      
17.12.2017  |  18:14:30  |  16.100            |  28.4       |  4.875153      
17.12.2017  |  18:15:00  |  21.900            |  26.9       |  4.710255      
17.12.2017  |  18:15:30  |  17.800            |  27.9       |  4.817471      
17.12.2017  |  18:16:00  |  29.500            |  26.6       |  4.777700      
17.12.2017  |  18:16:30  |  23.300            |  25.5       |  4.486299      
17.12.2017  |  18:17:00  |  29.500            |  28.3       |  5.083041      
17.12.2017  |  18:17:30  |  26.600            |  29.5       |  5.247806      
17.12.2017  |  18:18:00  |  20.600            |  25.4       |  4.428005      
17.12.2017  |  18:18:30  |  15.800            |  26.5       |  4.544280      
17.12.2017  |  18:19:00  |  17.400            |  29.0       |  5.000523      
17.12.2017  |  18:19:30  |  25.100            |  29.5       |  5.221545      
17.12.2017  |  18:20:00  |  24.000            |  25.2       |  4.443987      
17.12.2017  |  18:20:30  |  21.800            |  26.6       |  4.656146      
17.12.2017  |  18:21:00  |  15.200            |  29.1       |  4.979772      
17.12.2017  |  18:21:30  |  28.300            |  25.1       |  4.490405      
17.12.2017  |  18:22:00  |  27.500            |  29.8       |  5.317090      
17.12.2017  |  18:22:30  |  27.100            |  26.5       |  4.721994      
17.12.2017  |  18:23:00  |  18.300            |  26.2       |  4.531708      
17.12.2017  |  18:23:30  |  18.900            |  29.2       |  5.061003      
17.12.2017  |  18:24:00  |  15.600            |  28.9       |  4.952408      
17.12.2017  |  18:24:30  |  23.400            |  28.7       |  5.050988      
17.12.2017  |  18:25:00  |  22.200            |  25.6       |  4.487180      
17.12.2017  |  18:25:30  |  15.400            |  26.8       |  4.589363      
17.12.2017  |  18:26:00  |  16.200            |  27.1       |  4.653603      
17.12.2017  |  18:26:30  |  22.300            |  29.7       |  5.207592      
17.12.2017  |  18:27:00  |  21.700            |  26.7       |  4.672066      
17.12.2017  |  18:27:30  |  15.600            |  27.1       |  4.643953      
17.12.2017  |  18:28:00  |  21.700            |  27.8       |  4.864548      
17.12.2017  |  18:28:30  |  17.300            |  26.6       |  4.585108      
17.12.2017  |  18:29:00  |  18.100            |  25.2       |  4.355751      
17.12.2017  |  18:29:30  |  23.200            |  26.0       |  4.572722      
17.12.2017  |  18:30:00  |  23.600            |  28.1       |  4.948728      
17.12.2017  |  18:30:30  |  15.600            |  26.2       |  4.489726      
17.12.2017  |  18:31:00  |  22.300            |  25.7       |  4.506233      
17.12.2017  |  18:31:30  |  24.900            |  29.9       |  5.288796      
17.12.2017  |  18:32:00  |  27.800            |  29.1       |  5.197373      
17.12.2017  |  18:32:30  |  19.900            |  27.7       |  4.817459      
17.12.2017  |  18:33:00  |  21.200            |  29.6       |  5.170735      
17.12.2017  |  18:33:30  |  21.000            |  29.6       |  5.167222      
17.12.2017  |  18:34:00  |  18.000            |  27.1       |  4.682552      
17.12.2017  |  18:34:30  |  18.900            |  27.7       |  4.801020      
17.12.2017  |  18:35:00  |  29.200            |  29.4       |  5.275381      
17.12.2017  |  18:35:30  |  21.100            |  29.7       |  5.186441      
17.12.2017  |  18:36:00  |  19.300            |  25.1       |  4.356341      
17.12.2017  |  18:36:30  |  17.100            |  29.9       |  5.150388      
17.12.2017  |  18:37:00  |  28.200            |  27.6       |  4.936019      
17.12.2017  |  18:37:30  |  18.900            |  28.9       |  5.009006      
17.12.2017  |  18:38:00  |  21.000            |  25.2       |  4.399121      
17.12.2017  |  18:38:30  |  29.600            |  25.8       |  4.635541      
17.12.2017  |  18:39:00  |  23.000            |  27.3       |  4.798118      
17.12.2017  |  18:39:30  |  20.800            |  26.3       |  4.588025      
17.12.2017  |  18:40:00  |  28.400            |  26.3       |  4.706647      
17.12.2017  |  18:40:30  |  25.700            |  25.5       |  4.522619      
17.12.2017  |  18:41:00  |  15.300            |  27.9       |  4.776077      
17.12.2017  |  18:41:30  |  25.000            |  27.3       |  4.830521      
17.12.2017  |  18:42:00  |  19.600            |  28.0       |  4.864649      
17.12.2017  |  18:42:30  |  17.000            |  25.1       |  4.322080      
17.12.2017  |  18:43:00  |  17.300            |  26.1       |  4.498922      
17.12.2017  |  18:43:30  |  24.000            |  26.1       |  4.602701      
17.12.2017  |  18:44:00  |  16.000            |  29.5       |  5.062229      
17.12.2017  |  18:44:30  |  20.400            |  28.6       |  4.982470      
17.12.2017  |  18:45:00  |  15.200            |  28.1       |  4.808646      
17.12.2017  |  18:45:30  |  17.000            |  28.5       |  4.907541      
17.12.2017  |  18:46:00  |  27.700            |  29.3       |  5.231355      
17.12.2017  |  18:46:30  |  29.400            |  26.3       |  4.722255      
17.12.2017  |  18:47:00  |  15.800            |  27.1       |  4.647170      
17.12.2017  |  18:47:30  |  16.400            |  29.8       |  5.120783      
17.12.2017  |  18:48:00  |  23.300            |  25.8       |  4.539079      
17.12.2017  |  18:48:30  |  26.000            |  28.4       |  5.042012      
17.12.2017  |  18:49:00  |  29.200            |  26.8       |  4.808851      
17.12.2017  |  18:49:30  |  19.100            |  29.6       |  5.133845      
17.12.2017  |  18:50:00  |  28.400            |  28.6       |  5.118255      
17.12.2017  |  18:50:30  |  15.800            |  29.2       |  5.007282      
17.12.2017  |  18:51:00  |  29.200            |  29.9       |  5.365099      
17.12.2017  |  18:51:30  |  16.400            |  25.5       |  4.381878      
17.12.2017  |  18:52:00  |  24.300            |  29.3       |  5.172234      
17.12.2017  |  18:52:30  |  28.700            |  27.4       |  4.908381      
17.12.2017  |  18:53:00  |  29.200            |  27.6       |  4.952399      
17.12.2017  |  18:53:30  |  29.100            |  29.3       |  5.255699      
17.12.2017  |  18:54:00  |  20.500            |  29.8       |  5.193293      
17.12.2017  |  18:54:30  |  22.800            |  26.2       |  4.601677      
17.12.2017  |  18:55:00  |  17.000            |  30.0       |  5.165833      
17.12.2017  |  18:55:30  |  16.500            |  27.1       |  4.658428      
17.12.2017  |  18:56:00  |  17.000            |  29.5       |  5.079736      
17.12.2017  |  18:56:30  |  23.500            |  29.8       |  5.246349      
17.12.2017  |  18:57:00  |  19.100            |  26.5       |  4.596179      
17.12.2017  |  18:57:30  |  19.800            |  26.1       |  4.537645      
17.12.2017  |  18:58:00  |  20.500            |  29.1       |  5.071303      
17.12.2017  |  18:58:30  |  16.500            |  30.0       |  5.156931      
17.12.2017  |  18:59:00  |  24.400            |  27.4       |  4.838459      
17.12.2017  |  18:59:30  |  15.500            |  27.0       |  4.625214      
17.12.2017  |  19:00:00  |  25.600            |  29.7       |  5.265758      
17.12.2017  |  19:00:30  |  15.700            |  28.9       |  4.954123      
17.12.2017  |  19:01:00  |  22.000            |  25.7       |  4.501658      
17.12.2017  |  19:01:30  |  16.600            |  26.2       |  4.505275      
17.12.2017  |  19:02:00  |  19.600            |  27.9       |  4.847275      
17.12.2017  |  19:02:30  |  19.600            |  26.9       |  4.673537      
17.12.2017  |  19:03:00  |  19.100            |  29.7       |  5.151189      
17.12.2017  |  19:03:30  |  20.400            |  29.7       |  5.174103      
17.12.2017  |  19:04:00  |  27.400            |  25.4       |  4.530509      
17.12.2017  |  19:04:30  |  23.100            |  26.1       |  4.588761      
17.12.2017  |  19:05:00  |  22.100            |  26.2       |  4.590793      
17.12.2017  |  19:05:30  |  23.600            |  26.8       |  4.719783      
17.12.2017  |  19:06:00  |  15.400            |  26.2       |  4.486616      
17.12.2017  |  19:06:30  |  22.800            |  30.0       |  5.269096      
17.12.2017  |  19:07:00  |  28.300            |  29.6       |  5.295458      
17.12.2017  |  19:07:30  |  18.100            |  29.8       |  5.150848      
17.12.2017  |  19:08:00  |  29.700            |  27.1       |  4.870723      
17.12.2017  |  19:08:30  |  17.500            |  28.2       |  4.864251      
17.12.2017  |  19:09:00  |  26.200            |  26.2       |  4.654544      
17.12.2017  |  19:09:30  |  25.800            |  29.2       |  5.180575      
17.12.2017  |  19:10:00  |  28.900            |  25.8       |  4.624823      
17.12.2017  |  19:10:30  |  17.200            |  27.2       |  4.686917      
17.12.2017  |  19:11:00  |  20.500            |  29.0       |  5.053876      
17.12.2017  |  19:11:30  |  22.500            |  29.8       |  5.228663      
17.12.2017  |  19:12:00  |  26.300            |  28.3       |  5.029297      
17.12.2017  |  19:12:30  |  17.100            |  26.2       |  4.513049      
17.12.2017  |  19:13:00  |  21.200            |  29.0       |  5.065923      
17.12.2017  |  19:13:30  |  21.400            |  26.8       |  4.684793      
17.12.2017  |  19:14:00  |  16.300            |  28.0       |  4.809812      
17.12.2017  |  19:14:30  |  25.700            |  29.4       |  5.214313      
17.12.2017  |  19:15:00  |  27.500            |  26.1       |  4.656914      
17.12.2017  |  19:15:30  |  16.100            |  28.5       |  4.892319      
17.12.2017  |  19:16:00  |  30.000            |  29.2       |  5.253358      
17.12.2017  |  19:16:30  |  27.700            |  28.0       |  4.999247      
17.12.2017  |  19:17:00  |  20.500            |  26.4       |  4.600769      
17.12.2017  |  19:17:30  |  22.900            |  28.5       |  5.007333      
17.12.2017  |  19:18:00  |  20.800            |  27.3       |  4.762474      
17.12.2017  |  19:18:30  |  15.300            |  28.7       |  4.913025      
17.12.2017  |  19:19:00  |  26.000            |  29.4       |  5.219548      
17.12.2017  |  19:19:30  |  27.100            |  29.2       |  5.203103      
17.12.2017  |  19:20:00  |  28.900            |  29.2       |  5.234295      
17.12.2017  |  19:20:30  |  15.200            |  26.8       |  4.586182      
17.12.2017  |  19:21:00  |  20.900            |  26.7       |  4.659389      
17.12.2017  |  19:21:30  |  29.400            |  26.3       |  4.722255      
17.12.2017  |  19:22:00  |  24.800            |  29.0       |  5.127881      
17.12.2017  |  19:22:30  |  18.600            |  26.2       |  4.536372      
17.12.2017  |  19:23:00  |  29.700            |  25.4       |  4.565179      
17.12.2017  |  19:23:30  |  26.100            |  27.7       |  4.919381      
17.12.2017  |  19:24:00  |  18.500            |  25.3       |  4.379041      
17.12.2017  |  19:24:30  |  27.000            |  28.9       |  5.147931      
17.12.2017  |  19:25:00  |  19.700            |  27.8       |  4.831551      
17.12.2017  |  19:25:30  |  28.700            |  29.2       |  5.230830      
17.12.2017  |  19:26:00  |  26.500            |  27.7       |  4.925957      
17.12.2017  |  19:26:30  |  15.900            |  25.6       |  4.391466      
17.12.2017  |  19:27:00  |  16.100            |  26.6       |  4.566164      
17.12.2017  |  19:27:30  |  18.200            |  25.3       |  4.374537      
17.12.2017  |  19:28:00  |  18.900            |  25.3       |  4.385047      
17.12.2017  |  19:28:30  |  29.300            |  27.1       |  4.864290      
17.12.2017  |  19:29:00  |  16.400            |  25.4       |  4.364694      
17.12.2017  |  19:29:30  |  28.500            |  25.7       |  4.600796      
17.12.2017  |  19:30:00  |  26.500            |  25.1       |  4.463593      
17.12.2017  |  19:30:30  |  27.100            |  25.9       |  4.615081      
17.12.2017  |  19:31:00  |  18.600            |  25.0       |  4.328600      
17.12.2017  |  19:31:30  |  29.500            |  27.2       |  4.885467      
17.12.2017  |  19:32:00  |  16.000            |  25.9       |  4.444465      
17.12.2017  |  19:32:30  |  28.600            |  28.8       |  5.157465      
17.12.2017  |  19:33:00  |  29.700            |  25.8       |  4.637072      
17.12.2017  |  19:33:30  |  29.000            |  27.0       |  4.841533      
17.12.2017  |  19:34:00  |  15.500            |  28.5       |  4.882171      
17.12.2017  |  19:34:30  |  23.400            |  29.8       |  5.244580      
17.12.2017  |  19:35:00  |  22.900            |  30.0       |  5.270877      
17.12.2017  |  19:35:30  |  19.600            |  25.4       |  4.412931      
17.12.2017  |  19:36:00  |  23.900            |  25.7       |  4.530637      
17.12.2017  |  19:36:30  |  28.800            |  29.0       |  5.196723      
17.12.2017  |  19:37:00  |  24.300            |  29.7       |  5.242844      
17.12.2017  |  19:37:30  |  24.300            |  25.4       |  4.483779      
17.12.2017  |  19:38:00  |  20.200            |  28.6       |  4.979075      
17.12.2017  |  19:38:30  |  19.400            |  26.7       |  4.635621      
17.12.2017  |  19:39:00  |  29.200            |  26.3       |  4.719133      
17.12.2017  |  19:39:30  |  17.700            |  26.9       |  4.643205      
17.12.2017  |  19:40:00  |  26.600            |  28.2       |  5.016546      
17.12.2017  |  19:40:30  |  18.000            |  28.5       |  4.924455      
17.12.2017  |  19:41:00  |  17.600            |  29.6       |  5.107495      
17.12.2017  |  19:41:30  |  19.600            |  27.3       |  4.743032      
17.12.2017  |  19:42:00  |  16.100            |  27.8       |  4.772157      
17.12.2017  |  19:42:30  |  29.600            |  25.8       |  4.635541      
17.12.2017  |  19:43:00  |  24.100            |  27.8       |  4.904144      
17.12.2017  |  19:43:30  |  20.000            |  27.0       |  4.697321      
17.12.2017  |  19:44:00  |  24.800            |  25.5       |  4.508999      
17.12.2017  |  19:44:30  |  15.300            |  27.1       |  4.639128      
17.12.2017  |  19:45:00  |  22.000            |  28.4       |  4.974594      
17.12.2017  |  19:45:30  |  17.500            |  26.2       |  4.519269      
17.12.2017  |  19:46:00  |  18.500            |  28.2       |  4.880987      
17.12.2017  |  19:46:30  |  25.700            |  29.5       |  5.232049      
17.12.2017  |  19:47:00  |  27.400            |  29.7       |  5.297485      
17.12.2017  |  19:47:30  |  21.700            |  27.0       |  4.724561      
17.12.2017  |  19:48:00  |  23.100            |  25.6       |  4.500853      
17.12.2017  |  19:48:30  |  28.000            |  26.5       |  4.736148      
17.12.2017  |  19:49:00  |  16.500            |  27.3       |  4.692807      
17.12.2017  |  19:49:30  |  20.800            |  26.0       |  4.535690      
17.12.2017  |  19:50:00  |  25.100            |  29.9       |  5.292345      
17.12.2017  |  19:50:30  |  28.300            |  25.9       |  4.633526      
17.12.2017  |  19:51:00  |  18.800            |  27.3       |  4.730071      
17.12.2017  |  19:51:30  |  18.200            |  27.8       |  4.806803      
17.12.2017  |  19:52:00  |  16.300            |  26.3       |  4.517788      
17.12.2017  |  19:52:30  |  22.900            |  28.6       |  5.024902      
17.12.2017  |  19:53:00  |  23.400            |  29.1       |  5.121385      
17.12.2017  |  19:53:30  |  18.400            |  29.0       |  5.017733      
17.12.2017  |  19:54:00  |  17.500            |  29.0       |  5.002244      
17.12.2017  |  19:54:30  |  18.800            |  27.8       |  4.816702      
17.12.2017  |  19:55:00  |  15.200            |  29.1       |  4.979772      
17.12.2017  |  19:55:30  |  22.600            |  27.7       |  4.861844      
17.12.2017  |  19:56:00  |  21.900            |  27.8       |  4.867847      
17.12.2017  |  19:56:30  |  18.800            |  28.8       |  4.989965      
17.12.2017  |  19:57:00  |  20.500            |  26.0       |  4.531061      
17.12.2017  |  19:57:30  |  18.000            |  29.0       |  5.010849      
17.12.2017  |  19:58:00  |  23.100            |  25.7       |  4.518435      
17.12.2017  |  19:58:30  |  16.100            |  29.9       |  5.132643      
17.12.2017  |  19:59:00  |  27.100            |  29.7       |  5.292197      
17.12.2017  |  19:59:30  |  22.300            |  25.6       |  4.488699      
17.12.2017  |  20:00:00  |  21.600            |  26.2       |  4.583019      
17.12.2017  |  20:00:30  |  28.000            |  28.5       |  5.093593      
17.12.2017  |  20:01:00  |  18.000            |  28.2       |  4.872619      
17.12.2017  |  20:01:30  |  17.300            |  29.6       |  5.102225      
17.12.2017  |  20:02:00  |  27.000            |  27.5       |  4.898550      
17.12.2017  |  20:02:30  |  18.800            |  27.8       |  4.816702      
17.12.2017  |  20:03:00  |  15.800            |  27.9       |  4.784355      
17.12.2017  |  20:03:30  |  26.200            |  29.4       |  5.223037      
17.12.2017  |  20:04:00  |  23.100            |  26.2       |  4.606342      
17.12.2017  |  20:04:30  |  28.000            |  29.1       |  5.200827      
17.12.2017  |  20:05:00  |  15.000            |  26.6       |  4.548800      
17.12.2017  |  20:05:30  |  21.300            |  27.3       |  4.770575      
17.12.2017  |  20:06:00  |  18.900            |  27.3       |  4.731691      
17.12.2017  |  20:06:30  |  21.800            |  25.3       |  4.428590      
17.12.2017  |  20:07:00  |  15.100            |  25.1       |  4.293778      
17.12.2017  |  20:07:30  |  20.800            |  28.5       |  4.971814      
17.12.2017  |  20:08:00  |  17.500            |  29.6       |  5.105739      
17.12.2017  |  20:08:30  |  24.100            |  29.3       |  5.168756      
17.12.2017  |  20:09:00  |  16.800            |  26.1       |  4.491177      
17.12.2017  |  20:09:30  |  29.200            |  29.4       |  5.275381      
17.12.2017  |  20:10:00  |  25.200            |  26.7       |  4.727525      
17.12.2017  |  20:10:30  |  18.100            |  28.2       |  4.874292      
17.12.2017  |  20:11:00  |  28.400            |  28.0       |  5.010879      
17.12.2017  |  20:11:30  |  18.100            |  27.7       |  4.787869      
17.12.2017  |  20:12:00  |  25.300            |  28.4       |  5.030214      
17.12.2017  |  20:12:30  |  20.500            |  28.8       |  5.019021      
17.12.2017  |  20:13:00  |  21.400            |  28.9       |  5.051884      
17.12.2017  |  20:13:30  |  20.900            |  27.3       |  4.764095      
17.12.2017  |  20:14:00  |  20.300            |  28.5       |  4.963357      
17.12.2017  |  20:14:30  |  16.300            |  27.2       |  4.672389      
17.12.2017  |  20:15:00  |  15.300            |  27.3       |  4.673365      
17.12.2017  |  20:15:30  |  26.700            |  29.6       |  5.267352      
17.12.2017  |  20:16:00  |  24.300            |  27.5       |  4.854485      
17.12.2017  |  20:16:30  |  22.500            |  26.1       |  4.579467      
17.12.2017  |  20:17:00  |  21.700            |  27.3       |  4.777056      
17.12.2017  |  20:17:30  |  19.200            |  29.6       |  5.135602      
17.12.2017  |  20:18:00  |  19.100            |  25.8       |  4.474770      
17.12.2017  |  20:18:30  |  26.500            |  25.7       |  4.570292      
17.12.2017  |  20:19:00  |  28.400            |  25.3       |  4.527687      
17.12.2017  |  20:19:30  |  24.000            |  28.3       |  4.990668      
17.12.2017  |  20:20:00  |  25.600            |  28.4       |  5.035270      
17.12.2017  |  20:20:30  |  23.400            |  26.9       |  4.734202      
17.12.2017  |  20:21:00  |  22.100            |  26.9       |  4.713448      
17.12.2017  |  20:21:30  |  16.500            |  25.2       |  4.331822      
17.12.2017  |  20:22:00  |  18.400            |  29.3       |  5.069641      
17.12.2017  |  20:22:30  |  18.100            |  28.5       |  4.926147      
17.12.2017  |  20:23:00  |  20.800            |  29.3       |  5.111374      
17.12.2017  |  20:23:30  |  18.000            |  27.1       |  4.682552      
17.12.2017  |  20:24:00  |  16.000            |  27.0       |  4.633226      
17.12.2017  |  20:24:30  |  21.400            |  26.8       |  4.684793      
17.12.2017  |  20:25:00  |  25.700            |  29.8       |  5.285256      
17.12.2017  |  20:25:30  |  21.900            |  26.6       |  4.657724      
17.12.2017  |  20:26:00  |  29.200            |  25.7       |  4.611473      
17.12.2017  |  20:26:30  |  26.000            |  29.4       |  5.219548      
17.12.2017  |  20:27:00  |  27.300            |  29.6       |  5.277892      
17.12.2017  |  20:27:30  |  19.100            |  27.1       |  4.700243      
17.12.2017  |  20:28:00  |  19.800            |  26.7       |  4.641959      
17.12.2017  |  20:28:30  |  21.300            |  25.1       |  4.386133      
17.12.2017  |  20:29:00  |  20.800            |  28.0       |  4.884589      
17.12.2017  |  20:29:30  |  17.800            |  27.7       |  4.782937      
17.12.2017  |  20:30:00  |  18.100            |  26.0       |  4.494028      
17.12.2017  |  20:30:30  |  18.000            |  29.6       |  5.114522      
17.12.2017  |  20:31:00  |  16.300            |  27.8       |  4.775456      
17.12.2017  |  20:31:30  |  27.400            |  29.6       |  5.279648      
17.12.2017  |  20:32:00  |  25.300            |  26.8       |  4.746822      
17.12.2017  |  20:32:30  |  21.600            |  27.0       |  4.722958      
17.12.2017  |  20:33:00  |  28.000            |  25.9       |  4.628915      
17.12.2017  |  20:33:30  |  22.000            |  27.2       |  4.764400      
17.12.2017  |  20:34:00  |  29.600            |  28.4       |  5.102688      
17.12.2017  |  20:34:30  |  16.200            |  26.0       |  4.464711      
17.12.2017  |  20:35:00  |  27.400            |  29.7       |  5.297485      
17.12.2017  |  20:35:30  |  18.700            |  25.1       |  4.347404      
17.12.2017  |  20:36:00  |  17.300            |  25.3       |  4.361024      
17.12.2017  |  20:36:30  |  16.200            |  27.7       |  4.756635      
17.12.2017  |  20:37:00  |  27.000            |  28.9       |  5.147931      
17.12.2017  |  20:37:30  |  29.400            |  26.5       |  4.758166      
17.12.2017  |  20:38:00  |  22.700            |  26.6       |  4.670353      
17.12.2017  |  20:38:30  |  24.100            |  28.8       |  5.080552      
17.12.2017  |  20:39:00  |  22.300            |  28.5       |  4.997185      
17.12.2017  |  20:39:30  |  22.500            |  25.7       |  4.509284      
17.12.2017  |  20:40:00  |  23.300            |  27.1       |  4.767792      
17.12.2017  |  20:40:30  |  26.300            |  29.8       |  5.295868      
17.12.2017  |  20:41:00  |  18.700            |  26.5       |  4.589888      
17.12.2017  |  20:41:30  |  29.000            |  28.0       |  5.020849      
17.12.2017  |  20:42:00  |  23.000            |  27.6       |  4.850845      
